Date,Auction,Change
4/10/19,3.13,up
4/11/19,3.13,same
4/12/19,3.14,up
4/13/19,3.14,same
4/14/19,3.14,same
4/15/19,3.16,up
4/16/19,3.18,up
4/17/19,3.18,same
4/18/19,3.18,same
4/19/19,3.18,same
4/20/19,3.18,same
4/21/19,3.18,same
4/22/19,3.18,same
4/23/19,3.19,up
4/24/19,3.21,up
4/25/19,3.23,up
4/26/19,3.23,same
4/27/19,3.23,same
4/28/19,3.23,same
4/29/19,3.25,up
4/30/19,3.25,same
5/1/19,3.25,same
5/2/19,3.26,up
5/3/19,3.26,same
5/4/19,3.26,same
5/5/19,3.26,same
5/6/19,3.29,up
5/7/19,3.29,same
5/8/19,3.3,up
5/9/19,3.3,same
5/10/19,3.3,same
5/11/19,3.3,same
5/12/19,3.3,same
5/13/19,3.33,up
5/14/19,3.33,same
5/15/19,3.38,up
5/16/19,3.44,up
5/17/19,3.44,same
5/18/19,3.44,same
5/19/19,3.44,same
5/20/19,3.48,up
5/21/19,3.48,same
5/22/19,4.54,up
5/23/19,4.68,up
5/24/19,4.76,up
5/25/19,4.76,same
5/26/19,4.76,same
5/27/19,4.95,up
5/28/19,5.07,up
5/29/19,5.16,up
5/30/19,5.22,up
5/31/19,5.26,up
6/1/19,5.26,same
6/2/19,5.26,same
6/3/19,5.41,up
6/4/19,5.51,up
6/5/19,5.59,up
6/6/19,5.64,up
6/7/19,5.73,up
6/8/19,5.73,same
6/9/19,5.73,same
6/10/19,5.8,up
6/11/19,5.86,up
6/12/19,5.88,up
6/13/19,5.91,up
6/14/19,6,up
6/15/19,6,same
6/16/19,6,same
6/17/19,6.08,up
6/18/19,6.12,up
6/19/19,6.12,same
6/20/19,6.17,up
6/21/19,6.28,up
6/22/19,6.28,same
6/23/19,6.28,same
6/24/19,6.32,up
6/25/19,6.31,down
6/26/19,6.36,up
6/27/19,6.54,up
6/28/19,6.54,same
6/29/19,6.54,same
6/30/19,6.54,same
7/1/19,7.24,up
7/2/19,7.8,up
7/3/19,8.39,up
7/4/19,8.58,up
7/5/19,8.68,up
7/6/19,8.68,same
7/7/19,8.68,same
7/8/19,8.68,same
7/9/19,8.61,down
7/10/19,8.67,up
7/11/19,8.71,up
7/12/19,8.74,up
7/13/19,8.74,same
7/14/19,8.74,same
7/15/19,8.77,up
7/16/19,8.82,up
7/17/19,8.83,up
7/18/19,8.85,up
7/19/19,8.86,up
7/20/19,8.86,same
7/21/19,8.86,same
7/22/19,8.88,up
7/23/19,8.89,up
7/24/19,8.9,up
7/25/19,8.89,down
7/26/19,8.9,up
7/27/19,8.9,same
7/28/19,8.9,same
7/29/19,8.99,up
7/30/19,9.09,up
7/31/19,9.18,up
8/1/19,9.22,up
8/2/19,9.28,up
8/3/19,9.28,same
8/4/19,9.28,same
8/5/19,9.4,up
8/6/19,9.51,up
8/7/19,9.61,up
8/8/19,9.71,up
8/9/19,9.79,up
8/10/19,9.79,same
8/11/19,9.79,same
8/12/19,9.79,same
8/13/19,9.79,same
8/14/19,9.89,up
8/15/19,9.89,same
8/16/19,10.04,up
8/17/19,10.04,same
8/18/19,10.04,same
8/19/19,10.08,up
8/20/19,10.12,up
8/21/19,10.17,up
8/22/19,10.24,up
8/23/19,10.28,up
8/24/19,10.28,same
8/25/19,10.28,same
8/26/19,10.35,up
8/27/19,10.39,up
8/28/19,10.51,up
8/29/19,10.61,up
8/30/19,10.71,up
8/31/19,10.71,same
9/1/19,10.71,same
9/2/19,10.83,up
9/3/19,10.96,up
9/4/19,11.02,up
9/5/19,11.11,up
9/6/19,11.17,up
9/7/19,11.17,same
9/8/19,11.17,same
9/9/19,11.26,up
9/10/19,11.6,up
9/11/19,11.99,up
9/12/19,12.4,up
9/13/19,12.88,up
9/14/19,12.88,same
9/15/19,12.88,same
9/16/19,13.18,up
9/17/19,13.51,up
9/18/19,13.85,up
9/19/19,14.12,up
9/20/19,14.43,up
9/21/19,14.43,same
9/22/19,14.43,same
9/23/19,14.91,up
9/24/19,14.82,down
9/25/19,14.91,up
9/26/19,15.09,up
9/27/19,15.16,up
9/28/19,15.16,same
9/29/19,15.16,same
9/30/19,15.19,up
10/1/19,15.29,up
10/2/19,15.24,down
10/3/19,15.25,up
10/4/19,15.26,up
10/5/19,15.26,same
10/6/19,15.26,same
10/7/19,15.27,up
10/8/19,15.27,same
10/9/19,15.29,up
10/10/19,15.3,up
10/11/19,15.3,same
10/12/19,15.3,same
10/13/19,15.3,same
10/14/19,15.33,up
10/15/19,15.35,up
10/16/19,15.37,up
10/17/19,15.39,up
10/18/19,15.44,up
10/19/19,15.44,same
10/20/19,15.44,same
10/21/19,15.48,up
10/22/19,15.51,up
10/23/19,15.54,up
10/24/19,15.57,up
10/25/19,15.57,same
10/26/19,15.57,same
10/27/19,15.57,same
10/28/19,15.59,up
10/29/19,15.62,up
10/30/19,15.64,up
10/31/19,15.67,up
11/1/19,15.67,same
11/2/19,15.67,same
11/3/19,15.67,same
11/4/19,15.73,up
11/5/19,15.77,up
11/6/19,15.77,same
11/7/19,15.83,up
11/8/19,15.85,up
11/9/19,15.85,same
11/10/19,15.85,same
11/11/19,15.85,same
11/12/19,15.87,up
11/13/19,15.9,up
11/14/19,15.93,up
11/15/19,15.96,up
11/16/19,15.96,same
11/17/19,15.96,same
11/18/19,15.97,up
11/19/19,16.02,up
11/20/19,16.05,up
11/21/19,16.07,up
11/22/19,16.1,up
11/23/19,16.1,same
11/24/19,16.1,same
11/25/19,16.13,up
11/26/19,16.16,up
11/27/19,16.17,up
11/28/19,16.22,up
11/29/19,16.25,up
11/30/19,16.25,same
12/1/19,16.25,same
12/2/19,16.29,up
12/3/19,16.31,up
12/4/19,16.33,up
12/5/19,16.36,up
12/6/19,16.38,up
12/7/19,16.38,same
12/8/19,16.38,same
12/9/19,16.41,up
12/10/19,16.44,up
12/11/19,16.48,up
12/12/19,16.51,up
12/13/19,16.54,up
12/14/19,16.54,same
12/15/19,16.54,same
12/16/19,16.57,up
12/17/19,16.58,up
12/18/19,16.6,up
12/19/19,16.61,up
12/20/19,16.65,up
12/21/19,16.65,same
12/22/19,16.65,same
12/23/19,16.65,same
12/24/19,16.68,up
12/25/19,16.68,same
12/26/19,16.68,same
12/27/19,16.7,up
12/28/19,16.7,same
12/29/19,16.7,same
