Date,Ecocash,Change
8/14/22,750,same
8/15/22,750,same
8/16/22,750,same
8/17/22,750,same
8/18/22,750,same
8/19/22,750,same
8/20/22,750,same
8/21/22,750,same
8/22/22,750,same
8/23/22,750,same
8/24/22,750,same
8/25/22,820,up
8/26/22,820,same
8/27/22,820,same
8/28/22,820,same
8/29/22,820,same
8/30/22,820,same
8/31/22,820,same
9/1/22,820,same
9/2/22,820,same
9/3/22,820,same
9/4/22,820,same
9/5/22,820,same
9/6/22,820,same
9/7/22,820,same
9/8/22,820,same
9/9/22,820,same
9/10/22,820,same
9/11/22,820,same
9/12/22,820,same
9/13/22,730,down
9/14/22,730,same
9/15/22,730,same
9/16/22,730,same
9/17/22,730,same
9/18/22,730,same
9/19/22,730,same
9/20/22,730,same
9/21/22,730,same
9/22/22,730,same
9/23/22,730,same
9/24/22,780,up
9/25/22,780,same
9/26/22,780,same
9/27/22,780,same
9/28/22,780,same
9/29/22,780,same
9/30/22,780,same
10/1/22,780,same
10/2/22,780,same
10/3/22,780,same
10/4/22,780,same
10/5/22,780,same
10/6/22,780,same
10/7/22,780,same
10/8/22,780,same
10/9/22,780,same
10/10/22,780,same
10/11/22,780,same
10/12/22,780,same
10/13/22,780,same
10/14/22,780,same
10/15/22,780,same
10/17/22,780,same
10/18/22,780,same
10/19/22,780,same
10/20/22,780,same
10/21/22,780,same
10/22/22,780,same
10/23/22,780,same
10/24/22,780,same
10/25/22,780,same
10/26/22,780,same
10/27/22,780,same
10/28/22,780,same
10/29/22,780,same
10/30/22,780,same
10/31/22,780,same
11/1/22,780,same
11/2/22,780,same
11/3/22,830,up
11/4/22,830,same
11/5/22,830,same
11/6/22,830,same
11/7/22,830,same
11/8/22,830,same
11/9/22,830,same
11/10/22,830,same
11/11/22,830,same
11/12/22,830,same
11/13/22,830,same
11/14/22,870,up
11/15/22,870,same
11/17/22,870,same
11/18/22,870,same
11/19/22,870,same
11/20/22,870,same
11/21/22,870,same
